Park Name,County,Park Identifier,Park Address,City,Zip,Phone,Fire Authority,Jurisdiction,MH Spaces,RV Lots W/Drains,RV Lots W/O Drains,Operated by
AAA TRAILER HOME ESTATES,LOS ANGELES,19-1128-MP,"660 SAN FERNANDO RD,  LOS ANGELES,  CA 90065", LOS ANGELES,90065, (213) 221-0100,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",27,0,0,"AAA ASSOCIATES LLC, 2708 WILSHIRE BLVD SUITE # 465, SANTA MONICA, CA 90403"
EAGLE ROCK SPRINGS,LOS ANGELES,19-1131-MP,"5051 ARGUS DR,  LOS ANGELES,  CA 90041", LOS ANGELES,90041, (213) 255-0626,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",31,0,0,"EAGLE ROCK SPRING LLC, 1860 E HORSESHOE DR, CHANDLER, AZ 85249"
ELM LANE TP,LOS ANGELES,19-1136-MP,"7337 ETHEL AVE,  NORTH HOLLYWOOD,  CA 91605", NORTH HOLLYWOOD,91605, (408) 254-3698,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",35,0,0,"VU, LIEN, 3483 CANYON CREEK DR, SAN JOSE, CA 95132"
HOLLYWOOD BACKLOT BUNGALOWS,LOS ANGELES,19-1137-MP,"8250 LANKERSHIM BLVD,  NORTH HOLLYWOOD,  CA 91605", NORTH HOLLYWOOD,91605, (818) 358-5019,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",196,0,0,"8250 LANKERSHIM OWNER LLC, 484 S SAN VICENTE BLVD, LOS ANGELES, CA 90048"
NORTHRIDGE MHP,LOS ANGELES,19-1142-MP,"19120 NORDHOFF ST,  NORTHRIDGE,  CA 91324", NORTHRIDGE,91324, (818) 349-2331,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",168,0,0,"A SHERMAN TRUST, PO BOX 11044 MARINA DEL REY, MARINA DEL REY, CA 90295"
GLENOAKS MOBILEHOME PARK,LOS ANGELES,19-1150-MP,"10471 GLENOAKS BLVD,  PACOIMA,  CA 91331", PACOIMA,91331, (818) 896-7172,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",70,0,0,"GLENOAKS MHP, LLC, PO BOX 15274, NEWPORT BEACH, CA 92659"
SHADOW HILLS TP,LOS ANGELES,19-1153-MP,"12600 VAN NUYS BLVD,  PACOIMA,  CA 91331", PACOIMA,91331, (818) 896-7161,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",96,0,0,"J&H ASSET PROPERTY MANAGEMENT, 22880 SAVI RANCH PARKWAY, YORBA LINDA, CA 92887"
PARK ESTATES MHP,LOS ANGELES,19-1156-MP,"12301 SAN FERNANDO RD,  SYLMAR,  CA 91342", SYLMAR,91342, (818) 367-2967,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",89,43,0,"BLACK BEAR LLC, 1048 IRVINE AVENUE #309, NEWPORT BEACH, CA 92660"
METROLINK M.H.P.,LOS ANGELES,19-1158-MP,"12245 SAN FERNANDO RD,  SYLMAR,  CA 91342", SYLMAR,91342, (818) 336-6555,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",38,0,0,"MILANA IX, LLC, PO BOX 915, TUSTIN, CA 92781"
CASCADE MOBILE VILLA,LOS ANGELES,19-1159-MP,"14748 SAN FERNANDO RD,  SYLMAR,  CA 91342", SYLMAR,91342, (818) 364-9273,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",5,0,0,"GLORIA PITT (LIFE ESTATE), 529 COLONIAL PARK DR, SANTA ROSA, CA 95403"
MISSION MOBILE MANOR,LOS ANGELES,19-1160-MP,"15300 BRAND BLVD.,  MGR'S OFF,  MISSION HILLS", MGR'S OFF,HILLS, CA 91345,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",95,0,0,"WILSHIRE RANCH LLC, 15300 BRAND BLVD-OFFICE, MISSION HILLS, CA 91345"
FASSLER TP,LOS ANGELES,19-1167-MP,"11167 PENROSE ST,  SUN VALLEY,  CA 91352", SUN VALLEY,91352, (999) 768-5800,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",11,0,3,"ZAUCHA, K, 8719 BRADLEY, SUN VALLEY, CA 91352"
SUN VALLEY ESTATES,LOS ANGELES,19-1169-MP,"8391 SAN FERNANDO RD,  SUN VALLEY,  CA 91352", SUN VALLEY,91352, (310) 901-9269,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",27,0,0,"APB PROPERTIES LLC, 15740 PARAMOUNT BLVD SUITE # E, PARAMOUNT, CA 90723"
SHERMAN GROVE MHP,LOS ANGELES,19-1172-MP,"10711 SHERMAN GROVE AVE,  SUNLAND,  CA 91040", SUNLAND,91040, (818) 353-1085,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",75,0,0,"SHERMAN GROVE MHP LLC, PO BOX 1646, SAN JUAN CAPISTRANO, CA 92693"
SUNLAND MOBILE HOME PARK,LOS ANGELES,19-1173-MP,"10799 SHERMAN GROVE AVE,  SUNLAND,  CA 91040", SUNLAND,91040, (818) 353-1085,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",78,0,0,"YISAN LLC, 10799 SHERMAN GROVE AVE OFFICE, SUNLAND, CA 91040"
SUNLAND TRAILER PARK LLC,LOS ANGELES,19-1174-MP,"10444 SHERMAN GROVE,  SUNLAND,  CA 91040", SUNLAND,91040, (818) 353-2535,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",52,0,0,"DIANE RYAN,EDWARD EKMAN,CAROL CRABB, 10444 SHERMAN GROVE AVENUE, SUNLAND, CA 91040"
MONTE VISTA MHP,LOS ANGELES,19-1175-MP,"8100 FOOTHILL BLVD,  SUNLAND,  CA 91040", SUNLAND,91040, (818) 353-7910,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",70,0,0,"LES FRAME ENTERPRISES INC, 1635 AVIATION BLVD., REDONDO BEACH, CA 90278"
SYLMAR MANOR,LOS ANGELES,19-1176-MP,"13120 BRADLEY AVE,  SYLMAR,  CA 91342", SYLMAR,91342, (818) 367-2304,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",66,0,0,"SYLMAR MANOR LLC, 4348 LOS VECINOS, FALLBROOK, CA 92028"
ABC WISHING WELL,LOS ANGELES,19-1179-MP,"20315 S DENKER STREET,  TORRANCE,  CA 90501", TORRANCE,90501, (310) 533-5080,"CITY OF TORRANCE FIRE DEPARTMENT, 3031 TORRANCE BLVD., TORRANCE, CA 90503","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",34,0,0,"WOLF BYPASS TRUST, MARILYN UHLER WOLF, TRUSTEE, 17291 IRVINE BLVD #450, TUSTIN, CA 92780"
VALENCIA GROVE,LOS ANGELES,19-1186-MP,"7800 BALBOA BLVD,  VAN NUYS,  CA 91406", VAN NUYS,91406, (999) 544-9736,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",63,0,0,"CHATT, ANDREW, 7800 BALBOA BLVD #9, VAN NUYS, CA 91406"
BIRMINGHAM RV PARK,LOS ANGELES,19-1189-MP,"7740 BALBOA BLVD,  VAN NUYS,  CA 91316", VAN NUYS,91316, (805) 298-8845,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",187,0,0,"DELAPLANE, DAVID, PO BOX 940460, SIMI VALLEY, CA 93094"
WOODLEY TRAILER LODGE,LOS ANGELES,19-1191-MP,"7936 WOODLEY AVE,  VAN NUYS,  CA 91406", VAN NUYS,91406, (818) 782-8737,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",3,23,0,"WOODLEY TRAILER PARK, 1520 WASHINGTON BLVD #100, MONTEBELLO, CA 90640"
RESEDA MHP,LOS ANGELES,19-1192-MP,"6545 WILBUR AVE,  RESEDA,  CA 91335", RESEDA,91335, (818) 345-6345,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",108,0,0,"RESEDA MOBILE ASSOCIATES LP, 320 N PARK VISTA ST, ANAHEIM, CA 92806"
PARK ROYALE TP,LOS ANGELES,19-1193-MP,"7650 BALBOA BLVD,  VAN NUYS,  CA 91406", VAN NUYS,91406,,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",145,0,0,"WEINTRAUB FINANCIAL SERVICES INC., PO BOX 1919, RANCHO CUCAMONGA, CA 91729"
SHADY GROVE TP,LOS ANGELES,19-1194-MP,"16811 SATICOY ST,  VAN NUYS,  CA 91406", VAN NUYS,91406, (818) 785-2960,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",23,0,0,"JJB INVESTMENT PROPERTIES, LLC, 18017 CHATSWORTH ST. STE. 320, GRANADA HILLS, CA 91344"
WILMINGTON MH LODGE,LOS ANGELES,19-1197-MP,"900 E DENNI ST,  WILMINGTON,  CA 90744", WILMINGTON,90744, (818) 785-2960,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",59,0,0,"HANSEL, WILLIAM, 1234 DELORES ST, WILMINGTON, CA 90744"
ROYAL PALMS MHP,LOS ANGELES,19-1199-MP,"21210 E ARROW HWY,  COVINA,  CA 91722", COVINA,91722, (626) 331-4128,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",166,0,0,"STEINBERG FAMILY L P, PO BOX 571986, TARZANA, CA 91357"
SLB TOP O TOPANGA HOA,LOS ANGELES,19-1200-MP,"3360 N TOPANGA CANYON BLVD,  TOPANGA,  CA 90290", TOPANGA,90290, (818) 346-9252,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",222,0,0,"TOP O TOPANGA COMMUNITY ASSOCIATION INC, ATTN: LORDON MANAGEMENT 1275 CENTER COURT DR, COVINA, CA 91724"
COUNTRY ESTATE MHP,LOS ANGELES,19-1201-MP,"1502 E CARSON ST,  CARSON,  CA 90745", CARSON,90745, (310) 834-7109,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",139,0,0,"KLEEGE, R, 12625 HIGH BLUFF DRIVE, #310, SAN DIEGO, CA 92130"
ARROWHEAD MHP,LOS ANGELES,19-1205-MP,"201 E ARROW HWY,  GLENDORA,  CA 91740", GLENDORA,91740, (626) 963-2295,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",85,0,0,"BROOKEMEADOW ASSOCIATES, LP, 320 N. PARK VISTA ST, ANAHEIM, CA 92806"
FOUNTAIN BLUE MHP,LOS ANGELES,19-1210-MP,"1765 PUENTE AVE,  BALDWIN PARK,  CA 91706", BALDWIN PARK,91706, (818) 963-2295,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",62,0,0,"FOUNTAIN BLUE MOBILE HOME PARK LLC, PO BOX 28507, SANTA ANA, CA 92799"
BROOKSIDE CC ESTATES,LOS ANGELES,19-1212-MP,"12700 ELLIOTT AVE,  EL MONTE,  CA 91732", EL MONTE,91732, (949) 417-4082,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",421,0,0,"BROOKSIDE MHC LLC, 31200 NORTHWESTERN HIGHWAY, FARMINGTON HILLS, MI 48334"
EL RANCHITO,LOS ANGELES,19-1215-MP,"11620 RANCHITO ST,  EL MONTE,  CA 91732", EL MONTE,91732, (818) 444-0097,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",19,0,0,"BURTON, GLORIA, 214 2ND ST, SEAL BEACH, CA 90740"
WESTLAND ESTATES,LOS ANGELES,19-1216-MP,"1401 W 9TH ST,  POMONA,  CA 91766", POMONA,91766, (714) 622-8706,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",148,0,0,"AMUSEMENT INDUSTRY INC, 520 W WILLOW ST, LONG BEACH, CA 90806"
VILLAGE MOBILEHOME PARK,LOS ANGELES,19-1217-MP,"231 W AVE G,  LANCASTER,  CA 93534", LANCASTER,93534, (661) 609-7780,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",34,0,0,"LEE, IN, 23939 WINDWARD LN, VALENCIA, CA 91355"
THUNDERBIRD VILLA MHP,LOS ANGELES,19-1218-MP,"10001 W FRONTAGE RD,  SOUTH GATE,  CA 90280", SOUTH GATE,90280, (909) 885-8722,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","SOUTH GATE BUILDING INSPECTION, MOBILEHOME PARKS PROGRAM, 8650 CALIFORNIA AVENUE, SOUTH GATE, CA 90280",239,0,0,"AVMGH SIX THUNDERBIRD VILLA, C/O SUBURBAN PARK MANAGEMENT 621 A QUINAN ST, PINOLE, CA 94564"
AMERICANA MHP,LOS ANGELES,19-1219-MP,"16600 DOWNEY AVE,  PARAMOUNT,  CA 90723", PARAMOUNT,90723, (562) 634-7484,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",174,0,0,"AMERICANA PARAMOUNT LP, 730 POLHEMUS RD #204, SAN MATEO, CA 94402"
AHWANEE MHP,LOS ANGELES,19-1220-MP,"14038 PARAMOUNT BLVD,  PARAMOUNT,  CA 90723", PARAMOUNT,90723, (310) 634-7484,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",25,0,0,"THE MARLBOROUGH ONE FLP, THE MARLBOROUGH ONE FLP 3483 CANYON CREEK DR., SAN JOSE, CA 95132"
KEEFERS MHP,LOS ANGELES,19-1221-MP,"869 RANDOM LN,  DUARTE,  CA 91010", DUARTE,91010, (626) 582-8001,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",6,0,0,"JM CREATIVE INVESTMENTS LLC, C/O TAMMY CHAN 1142 S DIAMOND BAR BLVD #813, DIAMOND BAR, CA 91765"
RANCHO DOMINGUEZ MOBILE ESTATES,LOS ANGELES,19-1223-MP,"425 E GARDENA BLVD,  GARDENA,  CA 90248", GARDENA,90248, (213) 329-0184,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",81,0,0,"CARTER-SPENCER ENTERPRISES, 425 E GARDENA BLVD, GARDENA, CA 90247"
LAS BRISAS,LOS ANGELES,19-1226-MP,"400 E ARBOR STREET,  LONG BEACH,  CA 90805", LONG BEACH,90805, (562) 423-5267,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",14,0,0,"SHEPHERD, DONALD, 400 EAST ARBOR STREET ATTN:OFFICE, LONG BEACH, CA 90805"
ROYAL WESTERN MOBILEHOME PARK,LOS ANGELES,19-1228-MP,"17705 S WESTERN AVE,  GARDENA,  CA 90248", GARDENA,90248, (310) 323-6703,"CITY OF TORRANCE FIRE DEPARTMENT, 3031 TORRANCE BLVD., TORRANCE, CA 90503","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",120,0,0,"ROYAL WESTERN, LP, 320 N. PARK VISTA STREET, ANAHEIM, CA 92806"
DEL AMO GARDENS,LOS ANGELES,19-1229-MP,"20566 PALM WAY,  TORRANCE,  CA 90503", TORRANCE,90503, (310) 371-1427,"CITY OF TORRANCE FIRE DEPARTMENT, 3031 TORRANCE BLVD., TORRANCE, CA 90503","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",98,0,0,"DEL AMO GARDENS PARTNERSHIP, C/O LES FRAME MGMT 1635 AVIATION BLVD, REDONDO BEACH, CA 90278"
KNOLLS MANOR,LOS ANGELES,19-1232-MP,"24200 WALNUT ST,  TORRANCE,  CA 90501", TORRANCE,90501, (310) 326-1000,"CITY OF TORRANCE FIRE DEPARTMENT, 3031 TORRANCE BLVD., TORRANCE, CA 90503","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",73,0,0,"KNOLLS LODGE, LP, KNOLLS LODGE, LP 320 N. PARK VISTA ST., ANAHEIM, CA 92806"
DESERT WINDS,LOS ANGELES,19-1233-MP,"45044 N 28TH ST EAST,  LANCASTER,  CA 93535", LANCASTER,93535, (323) 924-5778,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HOUSING AND NEIGHBORHOOD REVITALIZATION, MOBILEHOME PARKS PROGRAM, 44933 NORTH FERN AVENUE, LANCASTER, CA 93534",40,0,0,"CHOKHAWALA LP, 3461 ROWENA AVE, LOS ANGELES, CA 90027"
HASLEY CANYON MOBILE ESTATES,LOS ANGELES,19-1235-MP,"30000 HASLEY CANYON RD,  CASTAIC,  CA 91384", CASTAIC,91384, (805) 257-3030,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",113,0,0,"HASLEY CANYON MOBILE ESTATES LLC, 5092 LAVENDER TERRACE, CHINO HILLS, CA 91709"
SAND CANYON MP,LOS ANGELES,19-1237-MP,"28367 SAND CANYON,  SANTA CLARITA,  CA 91310", SANTA CLARITA,91310, (805) 252-3031,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",69,0,0,"ASHDON DEVELOPMENT SAND CORP, INC., 28405 SAND CANYON RD SUITE # A, CANYON COUNTRY, CA 91387"
VILLA ROMA MHP,LOS ANGELES,19-1238-MP,"1615 MERCED AVE,  S EL MONTE,  CA 91733", S EL MONTE,91733, (909) 594-0501,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",60,0,0,"CLIFFSIDE ENTERPRISES, 430 S. DIMAS AVE., SAN DIMAS, CA 91773"
LIDO MHP,LOS ANGELES,19-1239-MP,"22404 S NORMANDIE AVE #7015,  TORRANCE,  CA 90502", TORRANCE,90502, (562) 842-7466,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",28,0,0,"STARLIGHT MANAGEMENT-17, LP, 4900 SANTA ANITA AVE SUITE # 2C, EL MONTE, CA 91731"
YE RAMBLIN ROSE TRAILER INN,LOS ANGELES,19-1242-MP,"12775 E GARVEY     #0037,  BALDWIN PARK,  CA 91706", BALDWIN PARK,91706, (626) 575-3070,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",29,0,0,"GROUP VIII COVINA, 4900 SANTA ANITA AVENUE SUITE # 2C, EL MONTE, CA 91731"
TEN TWENTY MHP,LOS ANGELES,19-1245-MP,"1020 S MOUNTAIN AVE,  MONROVIA,  CA 91016", MONROVIA,91016, (818) 367-1771,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",33,0,0,"TEN TWENTY, LLC, 2723 WEST COAST HIGHWAY, NEWPORT BEACH, CA 92663"
MONTEREY MANOR,LOS ANGELES,19-1246-MP,"10900 SEPULVEDA BLVD,  MISSION HILLS,  CA 91345", MISSION HILLS,91345, (818) 361-3222,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",71,0,0,"SINDELL, BRENDAN, 15300 BRAND BLVD, MISSION HILLS, CA 91345"
FOOTHILL VILLAGE MHP,LOS ANGELES,19-1277-MP,"301 E FOOTHILL BLVD,  POMONA,  CA 91767", POMONA,91767, (818) 447-3878,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",169,0,0,"FOOTHILL VILLAGE, 31826 VILLAGE CENTER RD STE F, WESTLAKE VILLAGE, CA 91361"
THOUSAND ELMS MOBILE LODGE,LOS ANGELES,19-1281-MP,"37311 N 47TH ST,  PALMDALE,  CA 93552", PALMDALE,93552, (661) 285-4555,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",222,0,0,"POTTENGER, CRAIG, 5318 E 2ND ST #591, LONG BEACH, CA 90803"
A-1 TRAILER PARK,LOS ANGELES,19-1283-MP,"1280 W PACIFIC COAST HWY,  HARBOR CITY,  CA 90710", HARBOR CITY,90710, (805) 285-4555,"HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",88,0,0,"ROI 1280 LLC, C/O NEWPORT PACIFIC CAPITAL 17300 RED HILL AVE #280, IRVINE, CA 92614"
PARADISE TP,LOS ANGELES,19-1287-MP,"14527 S VERMONT,  GARDENA,  CA 90247", GARDENA,90247, (213) 321-4833,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",44,0,0,"KASUMI REALTY, PROPERTY MANAGEMENT CO 2161 W. 182ND ST. #101, TORRANCE, CA 90504"
GARDENA VILLAS,LOS ANGELES,19-1292-MP,"16949 S.  WESTERN AVE,  GARDENA,  CA 90247", GARDENA,90247, (310) 329-7001,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",194,0,0,"PACIFIC MOBILE I, LP, 1033 GAYLEY AVE #200, LOS ANGELES, CA 90024"
"ACE TRAILER PARK LLC, DBA EMERALD",LOS ANGELES,19-1293-MP,"17024 S WESTERN AVE,  GARDENA,  CA 90247", GARDENA,90247, (999) 324-1612,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",79,0,0,"FLESH MORGAN & PASTERNAK, 1910 S ARCHIBALD AVE SUITE # S, ONTARIO, CA 91761"
GARDEN  WEST ESTATES,LOS ANGELES,19-1294-MP,"17700 S WESTERN AVE,  GARDENA,  CA 90248", GARDENA,90248, (310) 329-2332,"COUNTY OF LOS ANGELES, 5823 RICKENBACKER RD., COMMERCE, CA 90040","HCD - SOUTHERN AREA OFFICE, 3737 MAIN ST 400, RIVERSIDE, CA 92501",202,0,0,"WATT MANAGEMENT INC, 2716 OCEAN PARK BLVD SUITE # 3040, SANTA MONICA, CA 90405"
